city,mc,product_desc,date,net_sales,tot_qty,discount,mop,footfall
city3,ABCD,Prod74,14-10-2018,1661.32,32,2.68,52,9890
city2,ABCD,Prod71,14-10-2018,470,2,30,250,6689
city2,ABCD,Prod51,20-01-2018,100,2,20,60,3648
city2,ABCD,Prod42,15-04-2018,362.23,10,7.77,37,6319
city1,ABCD,Prod4,12-06-2018,159,3,0,53,1228
city2,ABCD,Prod39,06-06-2018,685.68,2,34.32,360,6558
city2,ABCD,Prod83,20-10-2018,749,1,100,849,5545
city1,ABCD,Prod25,25-03-2018,187.06,1,11.94,199,1843
city1,ABCD,Prod32,20-10-2018,465,3,75,180,1982
city3,ABCD,Prod5,08-02-2019,1076,4,0,269,5165
city2,ABCD,Prod44,30-03-2018,2392,13,260,204,4547
city3,ABCD,Prod54,08-04-2018,8272,49,528,179.5918,9333
city2,ABCD,Prod21,18-11-2018,898,1,101,999,6181
city3,ABCD,Prod28,20-04-2018,200,1,25,225,7083
city3,ABCD,Prod79,25-04-2018,131.98,2,66.02,99,8071
city2,ABCD,Prod77,05-01-2018,374,1,75,449,3365
city1,ABCD,Prod67,08-04-2018,3005,5,400,681,1870
city3,ABCD,Prod12,05-01-2018,2041.68,22,130.32,98.7272,4809
city1,ABCD,Prod36,13-03-2018,2588.85,3,255.15,948,1197
city2,ABCD,Prod1,22-12-2018,662.7,1,42.3,705,4521
city3,ABCD,Prod39,18-05-2018,2075.64,6,24.36,350,6449
city2,ABCD,Prod56,16-02-2019,106,2,0,53,3935
city2,ABCD,Prod15,06-03-2019,1740,3,1740,1160,4228
city1,ABCD,Prod69,05-06-2018,1998,2,200,1099,1460
city3,ABCD,Prod4,11-03-2018,1251.23,24,91.77,55.9583,9048
city3,ABCD,Prod17,01-07-2018,18657.14,21,3350.86,1048,11436
city1,ABCD,Prod10,12-07-2018,2550,15,1275,255,1392
city1,ABCD,Prod59,23-12-2018,211.5,1,13.5,225,1451
city3,ABCD,Prod68,18-04-2018,29040,48,3840,685,9684
city1,ABCD,Prod34,18-04-2018,338.4,4,21.6,90,1858
city3,ABCD,Prod39,29-05-2018,360,1,0,360,6481
city1,ABCD,Prod59,12-08-2018,225,1,0,225,2840
city2,ABCD,Prod14,30-03-2018,12586,29,2639,525,4547
city1,ABCD,Prod16,13-01-2019,526.4,2,33.6,280,1516
city2,ABCD,Prod50,03-05-2018,451.2,1,28.8,480,5409
city3,ABCD,Prod79,03-05-2018,198,3,99,99,8696
city3,ABCD,Prod55,20-01-2019,2749.5,45,175.5,65,8223
city1,ABCD,Prod24,09-05-2018,942.45,18,65.55,56,1879
city2,ABCD,Prod40,06-06-2018,112,1,0,112,6558
city2,ABCD,Prod12,20-10-2018,896.76,9,57.24,106,5545
city1,ABCD,Prod59,25-03-2018,190.51,1,34.49,225,1843
city1,ABCD,Prod67,20-10-2018,1240,2,180,710,1982
city1,ABCD,Prod22,03-08-2018,2097,3,300,799,1427
city3,ABCD,Prod36,18-10-2018,1576,2,320,948,5249
city2,ABCD,Prod42,23-08-2018,396,12,0,33,3394
city3,ABCD,Prod40,16-03-2018,110,1,0,110,6126
city2,ABCD,Prod45,16-03-2018,561.18,1,35.82,597,3391
city3,ABCD,Prod22,25-08-2018,1398,2,200,799,6180
city3,ABCD,Prod24,16-04-2018,1052.8,20,67.2,56,5614
city3,ABCD,Prod32,13-07-2018,1395,9,225,180,6449
city2,ABCD,Prod72,29-05-2018,415.48,3,26.52,147.3333,4826
city2,ABCD,Prod32,21-03-2018,1780.03,12,307.97,174,4498
city3,ABCD,Prod2,04-01-2018,4287.41,41,282.59,111.4634,5447
city1,ABCD,Prod63,04-01-2018,383.52,2,24.48,204,767
city3,ABCD,Prod16,30-07-2018,1776.6,7,113.4,270,5804
city1,ABCD,Prod38,11-06-2018,250,2,0,125,1300
city3,ABCD,Prod36,24-06-2018,15932.13,20,3027.87,948,9879
city2,ABCD,Prod79,30-03-2018,69,1,30,99,4547
city1,ABCD,Prod34,13-01-2019,287.64,3,18.36,102,1516
city2,ABCD,Prod34,03-05-2018,572.04,6,39.96,102,5409
city3,ABCD,Prod44,03-05-2018,5724.36,29,367.64,210.0689,8696
city3,ABCD,Prod4,12-06-2018,1148,20,0,57.4,6175
city2,ABCD,Prod71,12-06-2018,470,2,30,250,4317
city2,ABCD,Prod68,24-10-2018,14880,24,2160,710,6953
city1,ABCD,Prod31,24-10-2018,253.8,1,16.2,270,2247
city3,ABCD,Prod14,21-04-2018,16868.18,39,3606.82,525,6872
city3,ABCD,Prod44,09-04-2018,3071.6,16,200.4,204.5,5229
city2,ABCD,Prod34,12-07-2018,697.48,7,44.52,106,3968
city3,ABCD,Prod51,21-11-2018,406,7,49,65,7362
city1,ABCD,Prod29,02-06-2018,385,7,0,55,1666
city2,ABCD,Prod80,12-07-2018,423,1,27,450,3968
city2,ABCD,Prod36,09-01-2019,5701,7,1190,984.4285,4717
city1,ABCD,Prod30,11-06-2018,135,1,0,135,1300
city2,ABCD,Prod25,11-06-2018,187.06,1,11.94,199,4273
city1,ABCD,Prod8,01-08-2018,507.6,1,32.4,540,2081
city2,ABCD,Prod69,29-05-2018,4995,5,500,1099,4826
city2,ABCD,Prod27,21-03-2018,70,2,0,35,4498
city2,ABCD,Prod24,30-12-2018,1581.08,29,100.92,58,5668
city3,ABCD,Prod19,28-06-2018,810,9,0,90,7291
city3,ABCD,Prod34,30-12-2018,1791.12,18,116.88,106,9266
city2,ABCD,Prod4,07-02-2018,1171.87,23,93.13,55,4411
city3,ABCD,Prod15,25-04-2018,1560,3,1560,1040,8071
city3,ABCD,Prod63,04-10-2018,1990.68,10,129.32,212,6856
city1,ABCD,Prod17,03-03-2019,5394,6,1200,1099,1755
city2,ABCD,Prod63,24-08-2018,797.12,4,50.88,212,3936
city1,ABCD,Prod34,24-08-2018,90,1,0,90,1150
city3,ABCD,Prod40,03-02-2019,442,4,0,110.5,8821
city3,ABCD,Prod1,31-12-2018,1988.1,3,126.9,705,6929
city3,ABCD,Prod35,11-02-2018,190,7,0,27.1428,7841
city2,ABCD,Prod7,14-01-2019,140,2,0,70,3584
city3,ABCD,Prod57,28-10-2018,1568,7,175,249,4673
city1,ABCD,Prod24,29-12-2018,327.12,6,20.88,58,1401
city2,ABCD,Prod37,29-12-2018,39,1,0,39,4589
city3,ABCD,Prod61,21-04-2018,250,1,25,275,6872
city2,ABCD,Prod55,03-07-2018,303.24,5,21.76,65,4086
city2,ABCD,Prod16,29-12-2018,507.6,2,32.4,270,4589
city3,ABCD,Prod1,21-04-2018,1020,2,270,645,6872
city2,ABCD,Prod68,03-07-2018,3005.77,5,494.23,700,4086
city1,ABCD,Prod39,29-12-2018,1378.64,4,13.36,348,1401
city2,ABCD,Prod33,29-12-2018,300,4,0,75,4589
city2,ABCD,Prod65,27-11-2018,617.58,3,39.42,219,3727
city3,ABCD,Prod32,02-09-2018,10998,65,712.8,180.1661,10691
city2,ABCD,Prod63,09-01-2019,996.4,5,63.6,212,4717
city1,ABCD,Prod42,13-01-2019,99,3,0,33,1516
city2,ABCD,Prod71,03-05-2018,220.9,1,14.1,235,5409
city3,ABCD,Prod38,03-05-2018,620,5,0,124,8696
city2,ABCD,Prod36,03-02-2019,829,1,170,999,5017
city2,ABCD,Prod26,18-03-2018,126,1,0,126,5681
city3,ABCD,Prod40,25-12-2018,110,1,0,110,6603
city3,ABCD,Prod4,21-10-2018,3957.8,72,2.2,55,12589
city3,ABCD,Prod22,26-12-2018,3196,4,0,799,11121
city3,ABCD,Prod43,15-01-2018,7995,21,1365,445.7142,5012
city1,ABCD,Prod2,23-04-2018,493.5,5,31.5,105,1095
city1,ABCD,Prod14,04-10-2018,902,2,176,539,1336
city1,ABCD,Prod67,22-12-2018,635,1,90,725,1436
city2,ABCD,Prod25,09-02-2019,804.64,4,51.36,214,4233
city2,ABCD,Prod40,23-08-2018,224,2,0,112,3394
city1,ABCD,Prod67,03-08-2018,620,1,90,710,1427
city3,ABCD,Prod37,18-10-2018,117,3,0,39,5249
city3,ABCD,Prod14,16-03-2018,16757.05,37,2667.95,525,6126
city2,ABCD,Prod54,16-03-2018,1602.4,10,117.6,172,3391
city3,ABCD,Prod25,25-08-2018,199,1,0,199,6180
city3,ABCD,Prod11,05-10-2018,389,1,25,414,6278
city1,ABCD,Prod24,31-05-2018,368.48,7,23.52,56,1335
city1,ABCD,Prod55,01-02-2018,70.5,1,4.5,75,780
city1,ABCD,Prod70,21-10-2018,210,2,14,112,2199
city2,ABCD,Prod3,29-10-2018,1796,2,202,999,3627
city2,ABCD,Prod57,24-02-2018,540,3,135,225,4175
city1,ABCD,Prod55,18-12-2018,183.3,3,11.7,65,1123
city2,ABCD,Prod72,05-08-2018,144.76,1,9.24,154,6714
city3,ABCD,Prod25,22-10-2018,1122.36,6,71.64,199,5743
city2,ABCD,Prod18,30-06-2018,1429,4,120,387.25,5372
city2,ABCD,Prod57,12-07-2018,210,1,39,249,3968
city1,ABCD,Prod34,23-04-2018,253.8,3,16.2,90,1095
city2,ABCD,Prod36,20-06-2018,9367.64,12,2008.36,948,5669
city1,ABCD,Prod40,12-01-2019,112,1,0,112,1304
city2,ABCD,Prod2,14-11-2018,517,5,33,110,4439
city3,ABCD,Prod71,16-09-2018,1645,7,105,250,11370
city1,ABCD,Prod12,10-07-2018,1133.91,14,126.09,90,1453
city1,ABCD,Prod44,06-12-2018,199.28,1,12.72,212,1087
city3,ABCD,Prod74,21-04-2018,104,2,0,52,6872
city3,ABCD,Prod37,09-04-2018,156,4,0,39,5229
city3,ABCD,Prod67,26-06-2018,16045,26,2340,707.1153,5929
city3,ABCD,Prod8,16-03-2019,1052.8,2,67.2,560,6554
city2,ABCD,Prod10,28-07-2018,510,3,255,255,5105
city3,ABCD,Prod42,04-10-2018,208,6,0,34.6666,6856
city2,ABCD,Prod41,01-03-2018,1404.36,3,89.64,498,4657
city3,ABCD,Prod63,01-03-2018,1150.56,6,73.44,204,6442
city3,ABCD,Prod36,16-03-2018,9537.59,11,890.41,948,6126
city2,ABCD,Prod25,16-03-2018,205.86,1,13.14,219,3391
city3,ABCD,Prod45,25-08-2018,485,1,130,615,6180
city2,ABCD,Prod55,20-01-2018,140.06,2,8.94,74.5,3648
city1,ABCD,Prod72,24-05-2018,144.76,1,9.24,154,1155
city3,ABCD,Prod19,20-03-2018,637.37,8,52.63,86.25,10034
city3,ABCD,Prod1,29-04-2018,3570,7,945,645,9419
city1,ABCD,Prod21,29-04-2018,2820,3,177,999,1822
city2,ABCD,Prod35,16-12-2018,84,3,0,28,6121
city2,ABCD,Prod35,30-12-2018,28,1,0,28,5668
city3,ABCD,Prod57,30-12-2018,6231,28,700,247.5357,9266
city3,ABCD,Prod30,20-03-2018,1443.78,12,104.22,129,10034
city3,ABCD,Prod16,29-04-2018,3788.2,15,241.8,268.6666,9419
city1,ABCD,Prod41,29-04-2018,468.12,1,29.88,498,1822
city3,ABCD,Prod58,30-03-2018,290,6,0,48.3333,6754
city2,ABCD,Prod12,30-12-2018,1195.68,12,76.32,106,5668
city3,ABCD,Prod36,28-06-2018,6384,8,1200,948,7291
city2,ABCD,Prod71,05-03-2018,235,1,15,250,3938
city3,ABCD,Prod32,28-08-2018,1696.1,11,283.9,180,4757
city2,ABCD,Prod31,29-05-2018,253.8,1,16.2,270,4826
city2,ABCD,Prod19,21-03-2018,797.14,10,67.86,86.5,4498
city2,ABCD,Prod1,30-12-2018,1283.1,2,81.9,682.5,5668
city3,ABCD,Prod31,28-06-2018,1015.2,4,64.8,270,7291
city3,ABCD,Prod68,30-12-2018,28155,45,4050,715.6666,9266
city2,ABCD,Prod44,09-01-2019,597.84,3,38.16,212,4717
city3,ABCD,Prod28,03-02-2018,222,1,0,222,7023
city3,ABCD,Prod54,20-01-2019,2538,15,162,180,8223
city1,ABCD,Prod69,23-06-2018,999,1,100,1099,1783
city2,ABCD,Prod16,15-04-2018,2002.2,8,127.8,266.25,6319
city2,ABCD,Prod59,06-06-2018,423,2,27,225,6558
city3,ABCD,Prod10,10-09-2018,995,5,280,255,6054
city3,ABCD,Prod54,02-12-2018,5724.99,34,395.01,180,9966
city2,ABCD,Prod57,27-04-2018,1080,6,294,229,4432
city3,ABCD,Prod10,12-08-2018,26338.86,155,13186.14,255,14347
city3,ABCD,Prod74,21-11-2018,728,14,0,52,7362
city1,ABCD,Prod37,24-03-2018,39,1,0,39,1691
city2,ABCD,Prod12,12-07-2018,689.96,7,44.04,104.8571,3968
city2,ABCD,Prod27,09-01-2019,105,3,0,35,4717
city2,ABCD,Prod19,01-01-2019,450,5,0,90,5201
city3,ABCD,Prod52,06-05-2018,364,1,61,425,12452
city1,ABCD,Prod10,09-01-2019,920,4,100,255,1337
city3,ABCD,Prod22,04-08-2018,4168.71,6,625.29,799,8122
city3,ABCD,Prod3,12-09-2018,9140,10,850,999,9640
city2,ABCD,Prod68,04-12-2018,6300,10,800,710,3612
city3,ABCD,Prod11,24-07-2018,1656,4,0,414,5925
city3,ABCD,Prod8,19-01-2019,526.4,1,33.6,560,5923
city3,ABCD,Prod27,09-03-2018,68,2,0,34,5142
city3,ABCD,Prod12,16-03-2018,931.16,10,88.84,102,6126
city3,ABCD,Prod8,25-08-2018,1015.2,2,64.8,540,6180
city3,ABCD,Prod38,26-07-2018,125,1,0,125,5724
city3,ABCD,Prod21,21-11-2018,8980,10,1010,999,7362
city3,ABCD,Prod41,26-10-2018,4098.4,8,261.6,545,14026
city2,ABCD,Prod69,23-04-2018,4136,4,260,1099,3608
city1,ABCD,Prod28,25-04-2018,200,1,25,225,1772
city1,ABCD,Prod32,23-06-2018,1015.2,6,64.8,180,1783
city2,ABCD,Prod55,25-09-2018,122.2,2,7.8,65,3907
city3,ABCD,Prod3,29-12-2018,5094,6,900,999,7463
city1,ABCD,Prod8,16-04-2018,447.79,1,50.21,498,1164
city1,ABCD,Prod19,03-11-2018,270,3,0,90,1480
city2,ABCD,Prod36,23-08-2018,828,1,120,948,3394
city1,ABCD,Prod7,03-08-2018,210,3,0,70,1427
city3,ABCD,Prod19,18-10-2018,720,8,0,90,5249
city3,ABCD,Prod23,16-03-2018,2001.68,3,68.32,690,6126
city2,ABCD,Prod34,16-03-2018,671.16,7,42.84,102,3391
city3,ABCD,Prod38,23-02-2018,120,1,0,120,4459
city1,ABCD,Prod40,09-05-2018,112,1,0,112,1879
city2,ABCD,Prod26,06-06-2018,130,1,0,130,6558
city2,ABCD,Prod35,20-10-2018,56,2,0,28,5545
city2,ABCD,Prod12,23-11-2018,597.84,6,38.16,106,3447
city1,ABCD,Prod32,07-05-2018,725,5,175,180,1309
city3,ABCD,Prod65,21-11-2018,411.72,2,26.28,219,7362
city3,ABCD,Prod18,16-03-2018,1386.48,4,123.52,377.5,6126
city3,ABCD,Prod74,25-08-2018,624,12,0,52,6180
city2,ABCD,Prod29,25-06-2018,110,2,0,55,3769
city1,ABCD,Prod68,19-01-2018,515,1,75,590,655
city1,ABCD,Prod70,19-02-2019,99,1,13,112,1002
city3,ABCD,Prod44,29-12-2018,1793.52,9,114.48,212,7463
city3,ABCD,Prod19,01-07-2018,987.3,11,2.7,90,11436
city2,ABCD,Prod6,30-08-2018,1958,2,240,1099,3731
city3,ABCD,Prod86,11-11-2018,279,1,0,279,9325
city1,ABCD,Prod65,29-12-2018,205.86,1,13.14,219,1401
city2,ABCD,Prod59,29-12-2018,211.5,1,13.5,225,4589
city2,ABCD,Prod30,27-11-2018,405,3,0,135,3727
city3,ABCD,Prod1,14-09-2018,1650,3,330,660,6834
city1,ABCD,Prod43,03-11-2018,2310,6,570,480,1480
city3,ABCD,Prod76,04-01-2018,1370.52,9,87.48,162,5447
city1,ABCD,Prod10,04-01-2018,170,1,85,255,767
city3,ABCD,Prod47,13-07-2018,455,1,25,480,6449
city2,ABCD,Prod29,09-01-2019,55,1,0,55,4717
city2,ABCD,Prod45,29-05-2018,480,1,135,615,4826
city3,ABCD,Prod1,16-04-2018,510,1,135,645,5614
city1,ABCD,Prod77,14-03-2019,1247,4,549,449,1030
city2,ABCD,Prod69,06-06-2018,7919.18,8,872.82,1099,6558
city3,ABCD,Prod7,08-02-2019,210,3,0,70,5165
city3,ABCD,Prod40,09-03-2018,330,3,0,110,5142
city3,ABCD,Prod44,30-03-2018,3712,20,400,205.6,6754
city3,ABCD,Prod31,29-04-2018,970.63,4,69.37,260,9419
city1,ABCD,Prod58,29-04-2018,51,1,0,51,1822
city2,ABCD,Prod35,13-08-2018,84,3,0,28,8911
city2,ABCD,Prod36,16-02-2019,1658,2,340,999,3935
city3,ABCD,Prod6,03-02-2018,5865.6,6,374.4,1040,7023
city3,ABCD,Prod11,20-01-2019,2298,6,180,413,8223
city3,ABCD,Prod12,12-06-2018,1793.52,18,114.48,106,6175
city3,ABCD,Prod39,31-12-2018,4320,12,0,360,6929
city2,ABCD,Prod57,11-03-2019,1493.82,9,747.18,249,3835
city3,ABCD,Prod75,04-10-2018,650,1,25,675,6856
city2,ABCD,Prod55,01-03-2018,272.6,4,17.4,72.5,4657
city3,ABCD,Prod33,01-03-2018,150,2,0,75,6442
city2,ABCD,Prod37,26-01-2018,39,1,0,39,7171
city3,ABCD,Prod39,03-02-2018,981.36,3,62.64,348,7023
city3,ABCD,Prod7,16-06-2018,560,8,0,70,7274
city3,ABCD,Prod15,24-02-2019,560,1,560,1120,8398
city2,ABCD,Prod33,26-06-2018,75,1,0,75,4101
city2,ABCD,Prod10,29-05-2018,170,1,85,255,4826
city2,ABCD,Prod44,21-03-2018,1288,7,160,206.8571,4498
city2,ABCD,Prod56,30-12-2018,255.25,5,9.75,53,5668
city3,ABCD,Prod58,28-06-2018,469,9,0,52.1111,7291
city3,ABCD,Prod44,30-12-2018,4184.88,21,267.12,212,9266
city2,ABCD,Prod48,07-02-2018,714,6,0,119,4411
city2,ABCD,Prod30,23-06-2018,540,4,0,135,5419
city3,ABCD,Prod10,24-08-2018,2379.72,14,1190.28,255,5924
city1,ABCD,Prod58,22-12-2018,106,2,0,53,1436
city2,ABCD,Prod38,09-02-2019,125,1,0,125,4233
city3,ABCD,Prod14,09-02-2019,23142,58,8120,539,7120
city3,ABCD,Prod14,11-11-2018,22850.22,54,6255.78,539,9325
city1,ABCD,Prod30,29-12-2018,270,2,0,135,1401
city2,ABCD,Prod98,29-12-2018,37,1,0,37,4589
city2,ABCD,Prod60,27-11-2018,175,1,25,200,3727
city1,ABCD,Prod4,24-12-2018,371,7,0,53,1159
city2,ABCD,Prod48,05-08-2018,476,4,0,119,6714
city3,ABCD,Prod22,22-10-2018,1398,2,200,799,5743
city2,ABCD,Prod8,30-06-2018,975.72,2,62.28,519,5372
city2,ABCD,Prod63,12-07-2018,597.84,3,38.16,212,3968
city2,ABCD,Prod25,17-03-2019,187.06,1,11.94,199,4309
city2,ABCD,Prod14,24-08-2018,5643.49,12,824.51,539,3936
city1,ABCD,Prod17,24-08-2018,4385.07,5,854.93,1048,1150
city3,ABCD,Prod43,03-02-2019,1125,3,315,480,8821
city2,ABCD,Prod65,14-11-2018,205.86,1,13.14,219,4439
city3,ABCD,Prod1,16-09-2018,1650,3,330,660,11370
city1,ABCD,Prod77,10-07-2018,422.06,1,26.94,449,1453
city2,ABCD,Prod68,15-05-2018,6188.92,10,886.08,707.5,4619
city2,ABCD,Prod55,19-03-2018,334.76,5,28.24,72.6,3875
city3,ABCD,Prod6,29-12-2018,13286,14,2100,1099,7463
city3,ABCD,Prod4,05-09-2018,4326.3,79,18.7,55,9310
city1,ABCD,Prod45,16-04-2018,480,1,135,615,1164
city3,ABCD,Prod18,16-04-2018,2180.8,6,139.2,386.6666,5614
city3,ABCD,Prod51,21-02-2019,171,3,24,65,5529
city3,ABCD,Prod74,26-01-2018,97.76,2,6.24,52,7948
city3,ABCD,Prod3,09-03-2018,3868.54,5,946.86,963.08,5142
city3,ABCD,Prod6,16-03-2018,9866.58,11,1573.42,1040,6126
city3,ABCD,Prod41,25-08-2018,507.6,1,32.4,540,6180
city2,ABCD,Prod32,29-12-2018,900,6,180,180,4589
city2,ABCD,Prod59,27-11-2018,423,2,27,225,3727
city1,ABCD,Prod31,22-01-2018,244.4,1,15.6,260,978
city2,ABCD,Prod55,04-12-2018,549.9,9,35.1,65,3612
city2,ABCD,Prod40,12-07-2018,110,1,0,110,3968
city2,ABCD,Prod58,09-01-2019,422,8,0,52.75,4717
city3,ABCD,Prod57,16-04-2018,3696,21,1029,225,5614
city1,ABCD,Prod17,29-12-2018,1033.06,1,65.94,1099,1401
city2,ABCD,Prod72,29-12-2018,289.52,2,18.48,154,4589
city2,ABCD,Prod2,27-11-2018,1447.6,14,92.4,110,3727
city2,ABCD,Prod30,30-01-2018,242.52,2,15.48,129,3129
city3,ABCD,Prod31,15-04-2018,977.6,4,62.4,260,8827
city1,ABCD,Prod52,10-02-2018,750,2,100,425,1265
city1,ABCD,Prod17,14-11-2018,2817,3,480,1099,1558
city3,ABCD,Prod42,21-10-2018,170,5,0,34,12589
city3,ABCD,Prod76,15-01-2018,456.84,3,29.16,162,5012
city1,ABCD,Prod4,06-12-2018,528.41,10,1.59,53,1087
city3,ABCD,Prod18,21-04-2018,1504,4,96,400,6872
city3,ABCD,Prod15,09-04-2018,4680,9,4680,1040,5229
city3,ABCD,Prod71,29-08-2018,250,1,0,250,7915
city3,ABCD,Prod33,20-06-2018,600,8,0,75,9312
city2,ABCD,Prod40,04-03-2018,424,4,0,106,6037
city3,ABCD,Prod19,04-03-2018,2367.32,30,182.68,85,9715
city2,ABCD,Prod38,09-06-2018,117,1,0,117,5843
city3,ABCD,Prod75,27-02-2019,575,1,100,675,7539
city3,ABCD,Prod43,09-10-2018,18750.34,51,4289.66,451.7647,8441
city2,ABCD,Prod69,12-09-2018,1033.06,1,65.94,1099,4619
city2,ABCD,Prod27,10-12-2018,70,2,0,35,3481
city3,ABCD,Prod12,09-09-2018,4656.59,47,325.41,106,9959
city2,ABCD,Prod25,13-01-2018,823.44,4,52.56,219,4473
city2,ABCD,Prod34,17-04-2018,383.52,4,24.48,102,3364
city3,ABCD,Prod4,29-08-2018,2527.8,46,2.2,55,7915
city3,ABCD,Prod27,14-10-2018,70,2,0,35,9890
city2,ABCD,Prod17,14-10-2018,15024,16,2560,1099,6689
city1,ABCD,Prod16,23-06-2018,507.6,2,32.4,270,1783
city2,ABCD,Prod29,13-05-2018,440,8,0,55,6451
city1,ABCD,Prod71,03-03-2019,705,3,45,250,1755
city3,ABCD,Prod19,03-06-2018,3231.75,36,8.25,90,11069
city1,ABCD,Prod55,26-04-2018,211.5,3,13.5,75,1127
city3,ABCD,Prod56,26-04-2018,239,5,0,47.8,6000
city3,ABCD,Prod68,25-09-2018,1920,3,210,710,5735
city3,ABCD,Prod14,18-02-2018,24623.19,55,4251.81,525,8268
city3,ABCD,Prod17,08-02-2019,929,1,170,1099,5165
city3,ABCD,Prod16,09-03-2018,1662.33,7,157.67,260,5142
city3,ABCD,Prod31,16-03-2018,1679.78,7,107.22,255.2857,6126
city3,ABCD,Prod19,25-08-2018,1260,14,0,90,6180
city2,ABCD,Prod2,28-10-2018,310.2,3,19.8,110,3145
city2,ABCD,Prod57,29-10-2018,224,1,25,249,3627
city1,ABCD,Prod14,23-04-2018,2604,6,546,525,1095
city2,ABCD,Prod40,04-02-2019,112,1,0,112,3277
city1,ABCD,Prod17,03-08-2018,928,1,120,1048,1427
city3,ABCD,Prod67,18-10-2018,14880,24,2160,710,5249
city2,ABCD,Prod57,23-08-2018,185,1,23,208,3394
city3,ABCD,Prod63,16-03-2018,1822.6,10,217.4,204,6126
city2,ABCD,Prod14,16-03-2018,11487.86,27,2687.14,525,3391
city3,ABCD,Prod18,25-08-2018,1128,3,72,400,6180
city2,ABCD,Prod18,20-01-2018,357.2,1,22.8,380,3648
city1,ABCD,Prod7,24-05-2018,70,1,0,70,1155
city2,ABCD,Prod48,25-09-2018,119,1,0,119,3907
city3,ABCD,Prod1,14-05-2018,510,1,135,645,5961
city3,ABCD,Prod34,03-07-2018,1594.24,16,108.12,106.3975,6168
city3,ABCD,Prod16,12-09-2018,4060.8,16,259.2,270,9640
city2,ABCD,Prod1,29-10-2018,580,1,125,705,3627
city3,ABCD,Prod74,04-01-2018,622.28,13,39.72,50.923,5447
city3,ABCD,Prod55,18-09-2018,3788.2,62,241.8,65,6931
city1,ABCD,Prod19,24-08-2018,90,1,0,90,1150
city1,ABCD,Prod23,03-03-2019,615,1,75,690,1755
city1,ABCD,Prod12,10-05-2018,253.8,3,16.2,90,1321
city2,ABCD,Prod42,14-11-2018,33,1,0,33,4439
city3,ABCD,Prod65,16-09-2018,617.58,3,39.42,219,11370
city1,ABCD,Prod7,10-07-2018,70,1,0,70,1453
city2,ABCD,Prod14,16-12-2018,5694,13,1313,539,6121
city3,ABCD,Prod15,30-03-2018,5200,10,5200,1040,6754
city2,ABCD,Prod27,19-03-2018,105,3,0,35,3875
city3,ABCD,Prod31,20-03-2018,1389.84,6,137.16,254.5,10034
city3,ABCD,Prod56,16-03-2018,51,1,0,51,6126
city2,ABCD,Prod19,16-03-2018,559.3,7,35.7,85,3391
city3,ABCD,Prod44,25-08-2018,1793.52,9,114.48,212,6180
city3,ABCD,Prod14,26-06-2018,7961,19,2280,539,5929
city3,ABCD,Prod19,16-03-2019,1526.4,17,3.6,90,6554
city3,ABCD,Prod4,04-10-2018,1205.05,22,4.95,55,6856
city2,ABCD,Prod55,17-03-2019,366.6,6,23.4,65,4309
city2,ABCD,Prod3,30-08-2018,879,1,120,999,3731
city3,ABCD,Prod77,21-04-2018,844.12,2,53.88,449,6872
city2,ABCD,Prod63,13-01-2018,1917.6,10,122.4,204,4473
city2,ABCD,Prod63,17-04-2018,575.28,3,36.72,204,3364
city1,ABCD,Prod34,10-10-2018,169.2,2,10.8,90,1863
city3,ABCD,Prod58,11-10-2018,106,2,0,53,6020
city3,ABCD,Prod16,12-03-2018,1222,5,78,260,5346
city1,ABCD,Prod12,25-07-2018,585.97,7,44.03,90,2366
city2,ABCD,Prod67,24-02-2019,3175,5,450,725,4950
city1,ABCD,Prod18,04-01-2019,1128,3,72,400,1133
city3,ABCD,Prod30,24-12-2018,675,5,0,135,5721
city3,ABCD,Prod27,10-09-2018,305,9,0,33.8888,6054
city3,ABCD,Prod55,24-02-2019,5071.3,83,323.7,65,8398
city3,ABCD,Prod12,18-03-2018,2923.01,31,242.99,102.129,11545
city1,ABCD,Prod35,23-11-2018,56,2,0,28,1172
city2,ABCD,Prod8,10-12-2018,1052.8,2,67.2,560,3481
city3,ABCD,Prod65,03-02-2018,205.86,1,13.14,219,7023
city2,ABCD,Prod65,04-02-2019,205.86,1,13.14,219,3277
city3,ABCD,Prod36,30-03-2018,9802.32,11,625.68,948,6754
city1,ABCD,Prod68,29-12-2018,3175,5,450,725,1401
city2,ABCD,Prod1,29-12-2018,1240.8,2,79.2,660,4589
city2,ABCD,Prod1,27-11-2018,605,1,100,705,3727
city3,ABCD,Prod32,14-09-2018,2368.8,14,151.2,180,6834
city2,ABCD,Prod43,24-02-2018,32051.45,75,2748.55,464,4175
city1,ABCD,Prod54,18-12-2018,676.8,4,43.2,180,1123
city2,ABCD,Prod54,23-08-2018,180,1,0,180,3394
city2,ABCD,Prod40,05-03-2018,110,1,0,110,3938
city2,ABCD,Prod67,29-05-2018,6417.11,11,972.89,671.8181,4826
city2,ABCD,Prod18,21-03-2018,714.4,2,45.6,380,4498
city2,ABCD,Prod79,30-12-2018,65.99,1,33.01,99,5668
city3,ABCD,Prod34,28-06-2018,1094.98,11,71.02,106,7291
city3,ABCD,Prod24,30-12-2018,1633.72,30,104.28,57.9333,9266
city3,ABCD,Prod68,13-07-2018,9870,16,1440,706.875,6449
city3,ABCD,Prod48,28-08-2018,125,1,0,125,4757
